TimeStamp (s),GlbAccX (m/s^2),GlbAccY (m/s^2),GlbAccZ (m/s^2),GlbVelX (m/s),GlbVelY (m/s),GlbVelZ (m/s),GlbPosX (m),GlbPosY (m),GlbPosZ (m)
65.96,1.0412983160443097,-0.1545373067159171,-0.25295800192534157,0.1298155698003024,-0.03711065234092499,0.07432091071277397,0.009749862144797207,-0.47037879494858614,-0.2507133211025622
65.97,1.0967303150884327,-0.14234409766391024,-0.24406908989191406,0.14050571295597158,-0.03859505936282489,0.07183577525368642,0.011101468558579268,-0.4707573235071051,-0.24998253767272954
65.98,1.11254620077927,-0.14786518212691738,0.040212903312110554,0.15155209553531573,-0.04004610576177977,0.07081649432078689,0.012561757601036451,-0.47115052933272833,-0.24926927632485682
65.99,1.0106652428170326,-0.11230686200145606,-0.09883350660396037,0.16216815275328758,-0.04134696598242046,0.07052339130432791,0.014130358842478041,-0.471557494691449,-0.2485625768967319
66.0,0.9029625593661915,-0.11318225198158302,-0.1026852343220305,0.1717362917642086,-0.04247441155233623,0.06951579759969745,0.015799881065066378,-0.47197660157912297,-0.24786238095221141
66.01,0.532712945225879,-0.08265639851614183,-0.5760907231871532,0.17891466928717262,-0.04345360480482535,0.0661219178121498,0.017553135870324182,-0.472406241660909,-0.24718419237515182
66.02,0.49204726070007443,0.036651351823638545,-1.0627936450973174,0.18403847031679774,-0.04368363003828766,0.05792749597073489,0.019367901568342383,-0.4728419278351242,-0.24656394530623796
66.03,0.7171935689608794,-0.05116682538714111,-0.6931444787907818,0.1900846744651056,-0.04375620740610521,0.0491478053512899,0.021238517292252856,-0.47327912702234637,-0.24602856879962756
66.04,0.9000000512935356,-0.23770609053692893,-0.4013051506607713,0.1981706425663818,-0.0452005719857263,0.04367555720402934,0.023179793877411287,-0.47372391091930577,-0.24556445198685073
66.05,1.0035710153777107,-0.35725364774078805,-0.09638573883711293,0.20768849789972937,-0.04817537067711218,0.04118710275654218,0.025209089579739996,-0.47419079063261954,-0.24514013868704826
